fighter,D,L,NC,W,total
phillipe nover,0,6,0,0,6
phillipe nover ,0,0,0,1,1
piera rodriguez,0,1,0,1,2
piera rodriguez ,0,1,0,2,3
pingyuan liu,0,1,0,1,2
pingyuan liu ,0,1,0,1,2
piotr hallmann,0,3,0,2,5
piotr hallmann ,0,1,0,0,1
poliana botelho,0,3,0,2,5
poliana botelho ,0,1,0,1,2
polyana viana,0,2,0,1,3
polyana viana ,0,4,0,3,7
preston parsons,0,3,0,1,4
preston parsons ,0,0,0,1,1
priscila cachoeira,0,6,0,2,8
priscila cachoeira ,0,0,0,2,2
puja tomar,0,0,0,1,1
punahele soriano,0,0,0,1,1
punahele soriano ,0,4,0,3,7
quang le,0,2,0,0,2
quinn mulhern,0,2,0,0,2
quinton jackson,0,2,0,0,2
quinton jackson ,0,3,0,8,11
rachael ostovich,0,3,0,1,4
rafa garcia,0,4,0,1,5
rafa garcia ,0,0,0,3,3
rafael alves,0,1,0,1,2
rafael alves ,0,2,0,0,2
rafael carino ,0,0,0,1,1
rafael cavalcante,0,3,0,0,3
rafael cavalcante ,0,1,0,1,2
rafael dos anjos,0,6,0,11,17
rafael dos anjos ,0,8,0,10,18
rafael estevam,0,0,0,1,1
rafael fiziev,0,2,0,6,8
rafael fiziev ,0,1,0,0,1
rafael natal,1,4,0,1,6
rafael natal ,0,3,0,8,11
rafaello oliveira,0,5,0,0,5
rafaello oliveira ,0,1,0,2,3
rainy martinez,0,1,0,0,1
ramazan emeev,0,2,0,3,5
ramazan emeev ,0,1,0,2,3
ramazan temirov,0,0,0,1,1
rameau thierry sokoudjou,0,2,0,0,2
rameau thierry sokoudjou ,0,0,0,1,1
ramiro hernandez,0,1,0,0,1
ramiro hernandez ,0,1,0,0,1
ramiz brahimaj,0,3,0,2,5
ramiz brahimaj ,0,0,0,1,1
ramon taveras,0,1,0,1,2
ramona pascual,0,2,0,0,2
ramona pascual ,0,1,0,0,1
ramsey nijem ,0,5,0,5,10
randa markos,0,4,0,2,6
randa markos ,1,6,0,5,12
randy brown,0,2,0,5,7
randy brown ,0,4,0,8,12
randy costa,0,3,0,1,4
randy costa ,0,1,0,1,2
randy couture,0,8,0,0,8
randy couture ,0,0,0,16,16
rani yahya,0,1,0,3,4
rani yahya ,1,5,1,10,17
raoni barcelos,0,2,0,2,4
raoni barcelos ,0,2,0,5,7
raphael assuncao,0,2,0,0,2
raphael assuncao ,0,5,0,12,17
raphael pessoa,0,2,0,0,2
raphael pessoa ,0,0,0,1,1
raquel pennington,0,2,0,7,9
raquel pennington ,0,4,0,6,10
rashad coulter,0,1,0,1,2
rashad coulter ,0,2,0,0,2
rashad evans,0,5,0,1,6
rashad evans ,1,3,0,13,17
rashid magomedov,0,1,0,5,6
raul rosas jr. ,0,1,0,4,5
raulian paiva,0,2,0,2,4
raulian paiva ,0,2,0,1,3
ravena oliveira,0,1,0,0,1
ray borg,0,3,0,3,6
ray borg ,0,2,0,4,6
ray rodriguez,0,2,0,0,2
ray wizard,0,1,0,0,1
rayanne amanda ,0,1,0,0,1
rayanne dos santos ,0,1,0,0,1
razak al-hassan,0,2,0,0,2
reese andy,0,2,0,0,2
reginaldo vieira,0,2,0,0,2
reginaldo vieira ,0,0,0,1,1
rei tsuruya ,0,0,0,1,1
reinier de ridder,0,0,0,1,1
remco pardoel,0,2,0,0,2
remco pardoel ,0,0,0,3,3
renan barao,0,3,0,3,6
renan barao ,0,5,0,6,11
renato moicano,0,3,0,6,9
renato moicano ,0,2,0,6,8
renato sobral,0,4,0,0,4
renato sobral ,0,0,0,6,6
renato verissimo,0,2,0,0,2
renato verissimo ,0,0,0,1,1
renee forte,0,2,0,1,3
renee forte ,0,1,0,0,1
renzo gracie,0,1,0,0,1
reuben duran,0,2,0,0,2
reuben duran ,0,1,0,1,2
rex holman,0,1,0,0,1
reza madadi,0,3,0,1,4
reza madadi ,0,1,0,2,3
reza nasri,0,1,0,0,1
rhys mckee,0,4,0,0,4
ricardo abreu ,0,1,0,1,2
ricardo almeida,0,4,0,1,5
ricardo almeida ,0,1,0,5,6
ricardo funch,0,2,0,0,2
ricardo funch ,0,2,0,0,2
ricardo lamas,0,3,0,3,6
ricardo lamas ,0,3,0,8,11
ricardo ramos,0,0,0,2,2
ricardo ramos ,0,5,0,6,11
ricardo romero,0,2,0,1,3
ricco rodriguez,0,2,0,0,2
ricco rodriguez ,0,0,0,5,5
rich attonito,0,0,0,2,2
rich attonito ,0,2,0,1,3
rich clementi,0,5,0,0,5
rich clementi ,0,0,0,5,5
rich franklin,0,5,0,2,7
rich franklin ,0,1,0,12,13
richard crunkilton,0,1,0,0,1
richard walsh,0,2,0,0,2
richard walsh ,0,2,0,2,4
richardson moreira,0,1,0,0,1
richardson moreira ,0,1,0,0,1
richie hightower,0,1,0,0,1
richie smullen,0,1,0,0,1
richie vaculik ,0,3,0,1,4
rick davis,0,1,0,0,1
rick story,0,5,0,7,12
rick story ,0,2,0,5,7
ricky glenn,1,4,0,3,8
ricky glenn ,0,2,0,1,3
ricky rainey,0,2,0,0,2
ricky simon,0,3,0,3,6
ricky simon ,0,2,0,5,7
ricky turcios,0,2,0,0,2
ricky turcios ,0,0,0,2,2
riki fukuda,0,2,0,0,2
riki fukuda ,0,1,0,2,3
rin nakai,0,2,0,0,2
rinat fakhretdinov,0,0,0,2,2
rinat fakhretdinov ,1,0,0,2,3
rinya nakamura,0,0,0,1,1
rinya nakamura ,0,0,0,1,1
roan carneiro,0,5,0,1,6
roan carneiro ,0,0,0,3,3
rob broughton,0,1,0,0,1
rob broughton ,0,1,0,1,2
rob emerson,0,2,1,0,3
rob emerson ,0,1,0,3,4
rob font,0,4,0,3,7
rob font ,0,3,0,8,11
rob kimmons,0,3,0,0,3
rob kimmons ,0,1,0,3,4
rob macdonald,0,2,0,0,2
rob macdonald ,0,0,0,1,1
rob wilkinson,0,1,0,0,1
rob wilkinson ,0,1,0,0,1
rob yundt,0,2,0,0,2
robbie lawler,0,5,0,4,9
robbie lawler ,0,5,0,11,16
robelis despaigne,0,2,0,0,2
robelis despaigne ,0,0,0,1,1
robert bryczek ,0,1,0,0,1
robert drysdale ,0,0,1,0,1
robert lucarelli,0,1,0,0,1
robert mcdaniel,0,1,0,0,1
robert mcdaniel ,0,1,0,1,2
robert peralta,0,3,1,2,6
robert peralta ,0,0,0,2,2
robert sanchez,0,1,0,0,1
robert sanchez ,0,1,0,1,2
robert valentin ,0,1,0,0,1
robert whiteford,0,2,0,1,3
robert whiteford ,0,1,0,1,2
robert whittaker,0,2,0,5,7
robert whittaker ,0,3,0,12,15
roberto romero,0,1,0,0,1
roberto traven,0,1,0,0,1
roberto traven ,0,0,0,1,1
rocky lee,0,1,0,0,1
rodney wallace,0,1,0,0,1
rodney wallace ,0,2,0,0,2
rodolfo bellato ,0,0,0,1,1
rodolfo rubio perez,0,1,0,0,1
rodolfo vieira,0,1,0,0,1
rodolfo vieira ,0,1,0,5,6
rodrigo damm,0,3,0,1,4
rodrigo damm ,0,1,0,2,3
rodrigo de lima,0,2,0,0,2
rodrigo nascimento,0,3,0,3,6
rodrigo nascimento ,0,0,0,2,2
rodrigo ruas,0,1,0,0,1
roger bowling,0,2,0,0,2
roger bowling ,0,0,1,0,1
roger gracie,0,1,0,0,1
roger hollett,0,2,0,0,2
roger huerta,0,2,0,0,2
roger huerta ,0,0,0,6,6
roger narvaez,0,2,0,1,3
roger zapata,0,1,0,0,1
rogerio bontorin,0,1,1,1,3
rogerio bontorin ,0,2,0,1,3
rogerio nogueira,0,5,0,4,9
rogerio nogueira ,0,2,0,2,4
roland delorme ,0,3,1,3,7
roland payne,0,1,0,0,1
rolando bedoya,0,2,0,0,2
rolando delgado,0,2,0,0,2
rolando delgado ,0,0,0,1,1
rolando dy,0,2,0,1,3
rolando dy ,0,1,0,0,1
roldan sangcha'an,0,1,0,0,1
roldan sangcha'an ,0,1,0,0,1
rolles gracie,0,1,0,0,1
roman bogatov,0,1,0,0,1
roman dolidze,0,2,0,3,5
roman dolidze ,0,1,0,5,6
roman kopylov,0,2,0,3,5
roman kopylov ,0,1,0,2,3
roman mitichyan,0,1,0,0,1
roman mitichyan ,0,0,0,1,1
roman salazar,0,2,0,0,2
roman salazar ,0,0,1,0,1
romie aram,0,1,0,0,1
ron faircloth,0,0,1,0,1
ron stallings,0,2,0,0,2
ron stallings ,0,0,0,1,1
ron van clief,0,1,0,0,1
ron waterman,1,1,0,0,2
ron waterman ,0,0,0,2,2
ronald jhun,0,1,0,0,1
ronaldo rodriguez ,0,0,0,2,2
ronda rousey,0,1,0,0,1
ronda rousey ,0,1,0,6,7
rong zhu,0,1,0,0,1
rong zhu ,0,1,0,1,2
rongzhu ,0,1,0,0,1
ronnie lawrence,0,0,1,2,3
ronnie lawrence ,0,1,0,0,1
ronny markes,0,0,0,1,1
ronny markes ,0,2,0,2,4
rony jason,0,1,0,1,2
rony jason ,0,3,1,3,7
ronys torres,0,2,0,0,2
roosevelt roberts,0,3,0,1,4
roosevelt roberts ,0,2,1,3,6
roque martinez,0,3,0,0,3
rory macdonald,0,2,0,2,4
rory macdonald ,0,2,0,7,9
rory markham,0,2,0,0,2
rory markham ,0,0,0,1,1
rory singer,0,2,0,0,2
rory singer ,0,0,0,2,2
rose namajunas,0,3,0,4,7
rose namajunas ,0,3,0,7,10
rosi sexton,0,1,0,0,1
rosi sexton ,0,1,0,0,1
ross pearson,0,4,0,3,7
ross pearson ,0,9,1,9,19
ross pointon,0,2,0,0,2
rostem akman,0,1,0,0,1
rostem akman ,0,1,0,0,1
rousimar palhares,0,3,0,1,4
rousimar palhares ,0,1,0,7,8
roxanne modafferi,0,2,0,0,2
roxanne modafferi ,0,6,0,4,10
roy nelson,0,5,0,2,7
roy nelson ,0,5,0,7,12
royce alger,0,2,0,0,2
royce gracie,0,1,0,0,1
royce gracie ,0,0,0,8,8
royston wee,0,1,0,1,2
royston wee ,0,0,0,1,1
ruan potts,0,2,0,0,2
ruan potts ,0,1,0,0,1
rudyard moncayo,0,1,0,0,1
ruslan magomedov,0,0,0,2,2
ruslan magomedov ,0,0,0,1,1
russell doane,0,3,0,3,6
russell doane ,0,2,0,0,2
rustam khabilov,0,1,0,4,5
rustam khabilov ,0,2,0,6,8
ryan bader,0,5,0,3,8
ryan bader ,0,0,0,12,12
ryan benoit,0,5,0,1,6
ryan benoit ,0,1,0,2,3
ryan couture ,0,2,0,0,2
ryan hall,0,0,0,4,4
ryan hall ,0,1,0,1,2
ryan janes,0,2,0,2,4
ryan jensen,0,6,0,1,7
ryan jensen ,0,0,0,1,1
ryan jimmo,0,4,0,1,5
ryan jimmo ,0,0,0,2,2
ryan laflare,0,1,0,4,5
ryan laflare ,0,2,0,3,5
ryan loder,0,0,0,1,1
ryan macdonald,0,1,0,0,1
ryan macdonald ,0,1,0,0,1
ryan madigan,0,1,0,0,1
ryan mcgillivray ,0,1,0,0,1
ryan parker,0,1,0,0,1
ryan roberts,0,1,0,0,1
ryan spann,0,3,0,4,7
ryan spann ,0,1,0,4,5
ryan thomas,0,2,0,0,2
ryo chonan,0,3,0,0,3
ryo chonan ,0,0,0,1,1
sabah homasi,0,1,0,0,1
sabah homasi ,0,2,0,0,2
sabina mazo,0,1,0,0,1
sabina mazo ,0,3,0,3,6
saeed hosseini,0,1,0,0,1
sage northcutt,0,0,0,1,1
sage northcutt ,0,2,0,5,7
sai wang ,0,1,0,1,2
said nurmagomedov,0,1,0,4,5
said nurmagomedov ,0,1,0,2,3
saidyokub kakhramonov,0,1,0,2,3
saimon oliveira,0,1,0,0,1
saimon oliveira ,0,1,0,0,1
sako chivitchian ,0,1,0,0,1
salim touahri,0,2,0,0,2
salim touahri ,0,1,0,0,1
sam adkins,0,2,0,0,2
sam adkins ,0,0,0,2,2
sam alvey,1,6,0,6,13
sam alvey ,0,7,0,4,11
sam fulton,0,2,0,0,2
sam hoger,0,3,0,0,3
sam hoger ,0,0,0,2,2
sam hughes,0,5,0,4,9
sam patterson,0,0,0,1,1
sam patterson ,0,1,0,1,2
sam sicilia,0,5,0,3,8
sam sicilia ,0,2,0,2,4
sam stout,0,6,0,1,7
sam stout ,0,5,0,8,13
sammy morgan,0,2,0,0,2
samy schiavo,0,2,0,0,2
sanae kikuta ,0,0,0,1,1
santiago ponzinibbio,0,2,0,4,6
santiago ponzinibbio ,0,5,0,7,12
saparbeg safarov,0,3,0,1,4
sara mcmann,0,3,0,0,3
sara mcmann ,0,3,0,7,10
sarah alpar,0,2,0,0,2
sarah frota,0,2,0,0,2
sarah kaufman,0,1,0,0,1
sarah kaufman ,0,1,1,1,3
sarah moras,0,3,0,1,4
sarah moras ,0,3,0,2,5
sasha palatnikov,0,1,0,1,2
sasha palatnikov ,0,1,0,0,1
satoshi honma,0,1,0,0,1
scott adams ,0,0,0,1,1
scott askham,0,2,0,0,2
scott askham ,0,2,0,2,4
scott baker,0,1,0,0,1
scott bessac,0,1,0,0,1
scott bessac ,0,0,0,1,1
scott ferrozzo,0,2,0,0,2
scott ferrozzo ,0,0,0,3,3
scott fiedler,0,1,0,0,1
scott holtzman,0,3,0,2,5
scott holtzman ,0,3,0,5,8
scott jorgensen,0,5,0,0,5
scott jorgensen ,0,3,0,4,7
scott junk,0,1,0,0,1
scott morris,0,1,0,0,1
scott morris ,0,0,0,1,1
scott smith,0,3,0,0,3
scott smith ,0,0,0,1,1
sean alvarez,0,1,0,0,1
sean brady,0,1,0,3,4
sean brady ,0,0,0,4,4
sean daugherty,0,1,0,0,1
sean gannon,0,1,0,0,1
sean mccorkle,0,1,0,1,2
sean mccorkle ,0,1,0,0,1
sean o'connell,0,5,0,2,7
sean o'malley,0,0,1,4,5
sean o'malley ,0,2,0,6,8
sean pierson,0,2,0,2,4
sean pierson ,0,0,0,2,2
sean salmon,0,2,0,0,2
sean sharaf,0,1,0,0,1
sean sherk,0,4,0,0,4
sean sherk ,0,0,0,8,8
sean soriano,0,4,0,0,4
sean soriano ,0,1,0,0,1
sean spencer,0,4,0,2,6
sean spencer ,0,1,0,1,2
sean strickland,0,4,0,10,14
sean strickland ,0,2,0,6,8
sean woodson,0,0,0,3,3
sean woodson ,1,1,0,4,6
sedriques dumas,0,1,0,1,2
sedriques dumas ,0,1,0,1,2
semmy schilt,0,1,0,0,1
semmy schilt ,0,0,0,1,1
seo hee ham,0,2,0,0,2
seo hee ham ,0,1,0,1,2
sergei pavlovich,0,1,0,4,5
sergei pavlovich ,0,2,0,2,4
sergey khandozhko,0,1,0,2,3
sergey morozov,0,2,0,2,4
sergey morozov ,0,0,0,1,1
serghei spivac,0,4,0,6,10
serghei spivac ,0,0,0,2,2
sergio moraes,0,4,0,1,5
sergio moraes ,1,1,0,7,9
sergio pettis,0,3,0,5,8
sergio pettis ,0,2,0,4,6
serhiy sidey ,0,1,0,1,2
seth baczynski,0,3,0,3,6
seth baczynski ,0,3,0,2,5
seth petruzelli,0,2,0,0,2
seth petruzelli ,0,2,0,0,2
seungguk choi ,0,1,0,0,1
seungwoo choi,0,5,0,1,6
seungwoo choi ,0,1,0,2,3
shamar bailey,0,2,0,1,3
shamil abdurakhimov,0,2,0,4,6
shamil abdurakhimov ,0,4,0,1,5
shamil gamzatov ,0,1,0,1,2
shamil gaziev,0,1,0,1,2
shamil gaziev ,0,0,0,1,1
shana dobson,0,2,0,2,4
shana dobson ,0,2,0,0,2
shane burgos,0,2,0,2,4
shane burgos ,0,1,0,6,7
shane campbell,0,3,0,0,3
shane campbell ,0,1,0,1,2
shane carwin,0,1,0,1,2
shane carwin ,0,1,0,3,4
shane del rosario,0,2,0,0,2
shane howell,0,2,0,0,2
shane nelson,0,2,0,0,2
shane nelson ,0,0,0,2,2
shane primm,0,1,0,0,1
shane roller,0,3,0,2,5
shane roller ,0,1,0,0,1
shane young,0,1,0,1,2
shane young ,0,4,0,1,5
shanna young,0,3,0,1,4
shannon gugerty,0,3,0,0,3
shannon gugerty ,0,0,0,2,2
shannon ross,0,1,0,0,1
shannon ross ,0,2,0,0,2
shara magomedov ,0,0,0,2,2
shauna bannon ,0,1,0,1,2
shavkat rakhmonov,0,0,0,3,3
shavkat rakhmonov ,0,0,0,4,4
shawn jordan,0,3,0,3,6
shawn jordan ,0,1,0,3,4
shayilan nuerdanbieke,0,2,0,1,3
shayilan nuerdanbieke ,0,1,0,2,3
shayna baszler,0,2,0,0,2
sheila gaff,0,2,0,0,2
sheldon westcott,0,1,0,0,1
sheldon westcott ,0,1,0,1,2
sherman pendergarst,0,1,0,0,1
sheymon moraes,0,3,0,2,5
shi ming ,0,0,0,1,1
shinsho anzai,0,1,0,0,1
shinsho anzai ,0,1,0,2,3
shonie carter,0,3,0,0,3
shonie carter ,0,0,0,3,3
shunichi shimizu,0,1,0,0,1
sijara eubanks,0,2,0,1,3
sijara eubanks ,0,3,0,4,7
silvana gomez juarez,0,2,0,1,3
silvana gomez juarez ,0,1,0,0,1
simeon thoresen,0,1,0,0,1
simeon thoresen ,0,1,0,1,2
sione latu ,0,0,0,1,1
sirwan kakai,0,1,0,1,2
siyar bahadurzada,0,3,0,2,5
siyar bahadurzada ,0,1,0,2,3
soa palelei,0,2,0,1,3
soa palelei ,0,1,0,3,4
sodiq yusuff,0,1,0,3,4
sodiq yusuff ,0,2,0,3,5
solomon hutcherson,0,1,0,0,1
song kenan,0,1,0,1,2
song kenan ,0,4,0,4,8
song yadong,1,2,0,3,6
song yadong ,0,1,0,7,8
spencer fisher,0,7,0,0,7
spencer fisher ,0,1,0,9,10
spike carlyle,0,1,0,1,2
spike carlyle ,0,1,0,0,1
stanislav nedkov,0,2,1,1,4
stefan sekulic,0,2,0,0,2
stefan struve,0,5,0,2,7
stefan struve ,0,6,0,11,17
stephan bonnar,0,7,0,1,8
stephan bonnar ,0,0,0,7,7
stephanie egger,0,3,0,1,4
stephanie egger ,0,1,0,2,3
stephanie luciano ,0,0,0,1,1
stephen bass,0,1,0,0,1
stephen thompson,1,4,0,7,12
stephen thompson ,0,4,0,5,9
steve berger,0,2,1,0,3
steve bosse,0,1,0,1,2
steve bosse ,0,0,0,1,1
steve bruno,0,2,0,0,2
steve bruno ,0,0,0,1,1
steve byrnes,0,1,0,0,1
steve cantwell,0,3,0,0,3
steve cantwell ,0,2,0,1,3
steve erceg,0,2,0,2,4
steve erceg ,0,0,0,1,1
steve garcia,0,2,0,2,4
steve garcia ,0,0,0,4,4
steve jennum,0,1,0,0,1
steve jennum ,0,0,0,2,2
steve judson,0,2,0,0,2
steve kennedy,0,2,0,0,2
steve lopez,0,1,0,0,1
steve lopez ,0,1,0,0,1
steve montgomery,0,1,0,0,1
steve montgomery ,0,1,0,0,1
steve nelmark,0,1,0,0,1
steve nelmark ,0,0,0,2,2
steve steinbeiss,0,2,0,0,2
steve vigneault,0,1,0,0,1
steven graham,0,1,0,0,1
steven graham ,0,0,0,1,1
steven koslow,0,1,0,0,1
steven nguyen,0,1,0,0,1
steven peterson,0,3,0,3,6
steven peterson ,0,2,0,0,2
steven siler,0,2,0,2,4
steven siler ,0,2,0,3,5
stevie lynch,0,1,0,0,1
stevie ray,0,1,0,4,5
stevie ray ,0,3,0,3,6
stewart nicoll ,0,1,0,0,1
stipe miocic,0,3,0,4,7
stipe miocic ,0,2,0,10,12
sultan aliev,0,2,0,1,3
sultan aliev ,0,0,0,1,1
suman mokhtarian,0,1,0,0,1
suman mokhtarian ,0,1,0,0,1
sumudaerji ,0,1,0,3,4
sung bin jo,0,1,0,0,1
suyoung you,0,0,0,1,1
syuri kondo,0,3,0,0,3
syuri kondo ,0,0,0,1,1
tabatha ricci,0,2,0,3,5
tabatha ricci ,0,1,0,3,4
tae hyun bang,0,2,0,1,3
tae hyun bang ,0,1,0,1,2
tafon nchukwi,0,3,0,1,4
tafon nchukwi ,0,1,0,1,2
tagir ulanbekov,0,1,0,1,2
tagir ulanbekov ,0,0,0,3,3
tai bowden,0,1,0,0,1
tai bowden ,0,0,0,1,1
tai tuivasa,0,2,0,5,7
tai tuivasa ,0,6,0,3,9
taila santos,0,2,0,4,6
tainara lisboa,0,0,0,1,1
tainara lisboa ,0,0,0,1,1
takanori gomi,0,6,0,1,7
takanori gomi ,0,3,0,3,6
takashi sato,0,4,0,1,5
takashi sato ,0,1,0,1,2
takenori sato,0,2,0,0,2
takeya mizugaki,0,4,0,0,4
takeya mizugaki ,0,2,0,8,10
talita alencar,0,1,0,1,2
talita bernardo,0,1,0,1,2
talita bernardo ,0,2,0,0,2
tamdan mccrory,0,4,0,1,5
tamdan mccrory ,0,1,0,3,4
tamires vidal,0,1,0,0,1
tamires vidal ,0,2,0,1,3
tanner boser,0,2,0,2,4
tanner boser ,0,3,0,3,6
tarec saffiedine,0,2,0,0,2
tarec saffiedine ,0,2,0,2,4
tateki matsuda,0,1,0,0,1
tateki matsuda ,0,1,0,0,1
tatiana suarez,0,0,0,3,3
tatiana suarez ,0,0,0,4,4
tatsuro taira,0,1,0,1,2
tatsuro taira ,0,0,0,5,5
tatsuya kawajiri,0,3,0,1,4
tatsuya kawajiri ,0,0,0,2,2
taylor lapilus,0,2,0,1,3
taylor lapilus ,0,0,0,5,5
te edwards,0,1,0,0,1
te edwards ,0,1,0,0,1
tecia pennington,0,1,0,1,2
tecia torres,0,4,0,0,4
tecia torres ,0,2,0,9,11
tedd williams,0,1,0,0,1
tedd williams ,0,0,0,1,1
teemu packalen,0,3,0,0,3
teemu packalen ,0,0,0,1,1
tereza bleda,0,1,0,0,1
tereza bleda ,0,0,0,1,1
terrance mckinney,0,3,0,1,4
terrance mckinney ,0,1,0,4,5
terrence mitchell,0,2,0,0,2
terrion ware,0,4,0,0,4
terry etim,0,3,0,0,3
terry etim ,0,2,0,6,8
terry martin,0,4,0,0,4
terry martin ,0,0,0,2,2
teruto ishihara,1,2,0,1,4
teruto ishihara ,0,3,0,2,5
thaddeus luster,0,1,0,0,1
thales leites,0,5,0,2,7
thales leites ,0,3,0,11,14
themba gorimbo,0,2,0,1,3
themba gorimbo ,0,0,0,3,3
thiago alves,0,7,0,1,8
thiago alves ,0,5,0,14,19
thiago moises,0,4,0,3,7
thiago moises ,0,2,0,4,6
thiago perpetuo ,0,2,0,1,3
thiago santos,0,5,0,5,10
thiago santos ,0,5,0,9,14
thiago silva,0,3,1,0,4
thiago silva ,0,0,1,7,8
thiago tavares,0,4,0,1,5
thiago tavares ,1,3,0,9,13
thibault gouti,0,4,0,0,4
thibault gouti ,0,1,0,1,2
thomas almeida,0,2,0,2,4
thomas almeida ,0,3,0,3,6
thomas gifford,0,2,0,0,2
thomas petersen,0,0,0,1,1
thomas petersen ,0,1,0,0,1
thomas ramirez,0,1,0,0,1
tiago dos santos e silva,0,0,0,2,2
tiago dos santos e silva ,0,2,0,0,2
tiki ghosn,0,4,0,0,4
tim boetsch,0,7,0,6,13
tim boetsch ,0,5,0,6,11
tim credeur,0,2,0,0,2
tim credeur ,0,0,0,3,3
tim elliott,0,5,0,3,8
tim elliott ,0,5,0,6,11
tim gorman,0,2,0,0,2
tim hague,0,4,0,0,4
tim hague ,0,0,0,1,1
tim kennedy,0,0,0,1,1
tim kennedy ,0,2,0,2,4
tim lajcik,0,2,0,0,2
tim lajcik ,1,0,0,0,1
tim mckenzie,0,1,0,0,1
tim means,0,6,1,6,13
tim means ,0,8,0,9,17
tim sylvia,0,4,0,0,4
tim sylvia ,0,0,0,9,9
tim williams,0,2,0,0,2
timmy cuamba,0,1,0,0,1
timmy cuamba ,0,1,0,0,1
timothy johnson,0,1,0,2,3
timothy johnson ,0,2,0,2,4
timur valiev,0,1,0,1,2
timur valiev ,0,0,1,1,2
tina lahdemaki,0,1,0,0,1
tito ortiz,1,9,0,0,10
tito ortiz ,0,2,0,15,17
tj brown,0,4,0,1,5
tj brown ,0,1,0,2,3
tj dillashaw,0,3,0,3,6
tj dillashaw ,0,2,0,10,12
tj grant,0,1,0,2,3
tj grant ,0,2,0,6,8
tj laramie,0,2,0,0,2
tj o'brien,0,2,0,0,2
tj waldburger,0,3,0,0,3
tj waldburger ,0,1,0,4,5
todd brown,0,1,0,0,1
todd brown ,0,1,0,0,1
todd butler,0,1,0,0,1
todd duffee,0,1,0,1,2
todd duffee ,0,1,1,2,4
todd medina,0,1,0,0,1
todd medina ,0,0,0,1,1
tom aspinall,0,1,0,3,4
tom aspinall ,0,0,0,5,5
tom blackledge ,0,1,0,0,1
tom breese,0,3,0,3,6
tom breese ,0,0,0,2,2
tom deblass,0,2,0,0,2
tom duquesnoy,0,0,0,1,1
tom duquesnoy ,0,1,0,1,2
tom egan,0,1,0,0,1
tom gallicchio,0,1,0,0,1
tom lawlor,0,3,0,4,7
tom lawlor ,0,2,0,2,4
tom murphy ,0,0,0,1,1
tom niinimaki,0,1,0,1,2
tom niinimaki ,0,2,0,0,2
tom nolan,0,1,0,1,2
tom nolan ,0,0,0,1,1
tom watson,0,4,0,0,4
tom watson ,0,1,0,2,3
tomasz drwal,0,2,0,0,2
tomasz drwal ,0,1,0,3,4
tommy hayden,0,2,0,0,2
tommy speer,0,2,0,0,2
tony desouza,0,3,0,0,3
tony desouza ,0,0,0,3,3
tony ferguson,0,2,0,4,6
tony ferguson ,0,7,0,11,18
tony fryklund,0,2,0,0,2
tony fryklund ,0,0,0,2,2
tony gravely,0,3,0,2,5
tony gravely ,0,1,0,2,3
tony halme,0,1,0,0,1
tony kelley,0,2,0,2,4
tony petarra,0,1,0,0,1
tony sims,0,2,0,1,3
tonya evinger,0,2,0,0,2
tonya evinger ,0,1,0,0,1
tor troeng,0,1,0,0,1
tor troeng ,0,2,0,1,3
toshiomi kazama ,0,1,0,1,2
townsend saunders,0,2,0,0,2
tra telligman,0,4,0,0,4
tra telligman ,0,0,0,1,1
tracy cortez,0,1,0,1,2
tracy cortez ,0,0,0,4,4
travis browne,1,4,0,4,9
travis browne ,0,3,0,5,8
travis fulton,0,1,0,0,1
travis fulton ,0,0,0,1,1
travis lutter,0,4,0,0,4
travis lutter ,0,0,0,2,2
travis wiuff,0,2,0,0,2
trent jenkins,0,1,0,0,1
tresean gore,0,1,0,1,2
tresean gore ,0,1,0,1,2
trevin giles,0,4,0,1,5
trevin giles ,0,3,0,6,9
trevin jones,0,2,1,1,4
trevin jones ,0,2,0,0,2
trevor peek,0,0,0,1,1
trevor peek ,0,3,0,0,3
trevor prangley,0,2,0,0,2
trevor prangley ,0,0,0,2,2
trevor smith,0,6,0,2,8
trevor smith ,0,1,0,3,4
trey ogden,0,2,0,2,4
trey ogden ,0,0,1,1,2
trey waters,0,0,0,2,2
tristan connelly,0,2,0,1,3
troy mandaloniz,0,1,0,0,1
troy mandaloniz ,0,0,0,1,1
tsuyoshi kohsaka,0,3,0,0,3
tsuyoshi kohsaka ,0,0,0,3,3
tucker lutz,0,2,0,1,3
tucker lutz ,0,1,0,0,1
tuco tokkos,0,2,0,0,2
tulio palhares ,0,0,0,1,1
tyler diamond ,0,1,0,0,1
tyler toner,0,1,0,0,1
tyron woodley,0,3,0,3,6
tyron woodley ,1,3,0,6,10
tyrone roberts ,0,0,0,1,1
tyson griffin,0,2,0,0,2
tyson griffin ,0,4,0,8,12
tyson nam,0,3,0,1,4
tyson nam ,0,2,0,2,4
tyson pedro,0,4,0,1,5
tyson pedro ,0,1,0,5,6
ulysses gomez,0,2,0,0,2
umar nurmagomedov,0,0,0,3,3
umar nurmagomedov ,0,0,0,3,3
uriah hall,0,1,0,3,4
uriah hall ,0,8,0,7,15
urijah faber,0,5,0,0,5
urijah faber ,0,2,0,11,13
uros medic,0,0,0,3,3
uros medic ,0,2,0,1,3
vagner rocha,0,2,0,1,3
vagner rocha ,0,1,0,0,1
val woodburn,0,2,0,0,2
valentina shevchenko,1,2,0,3,6
valentina shevchenko ,0,1,0,10,11
