EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR. %,TD %,SUB.ATT,REV.,CTRL,sig_str_attempt,sig_str_land,total_str_attempt,total_str_land,touchdown_attempt,takedown_land,total_leg_attempt,total_leg_land,total_distance_strike_attempt,total_distance_strike_land,total_body_attempt,total_body_land,total_clinch_attempt,total_clinch_land,total_ground_attempt,total_ground_land,total_head_attempt,total_head_land
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 2,max griffin,0.0,0.45,0.0,0.0,0.0,79.0,5,11,11,18,0,0,0,0,5,10,1,1,0,1,0,0,4,10
ufc 310: pantoja vs. asakura,michael chiesa vs. max griffin,Round 3,max griffin,0.0,0.25,0.0,0.0,0.0,0.0,2,8,2,8,0,0,0,0,2,6,0,0,0,2,0,0,2,8
ufc 310: pantoja vs. asakura,clay guida vs. chase hooper,Round 1,clay guida,0.0,0.38,0.0,0.0,0.0,0.0,5,13,6,15,0,1,0,0,2,10,2,4,3,3,0,0,3,9
ufc 310: pantoja vs. asakura,clay guida vs. chase hooper,Round 1,chase hooper,0.0,0.46,0.5,1.0,0.0,128.0,7,15,14,28,3,6,0,0,5,12,2,5,1,2,1,1,5,10
ufc 310: pantoja vs. asakura,kennedy nzechukwu vs. lukasz brzeski,Round 1,kennedy nzechukwu,1.0,0.41,0.0,0.0,0.0,4.0,29,70,29,70,0,0,0,2,26,67,10,13,0,0,3,3,19,55
ufc 310: pantoja vs. asakura,kennedy nzechukwu vs. lukasz brzeski,Round 1,lukasz brzeski,0.0,0.46,0.0,0.0,0.0,0.0,32,69,32,69,0,2,10,10,32,69,6,9,0,0,0,0,16,50
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 1,petr yan,0.0,1.0,0.0,0.0,1.0,141.0,6,6,42,42,0,0,1,1,1,1,0,0,1,1,4,4,5,5
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 2,petr yan,0.0,0.65,1.0,0.0,0.0,2.0,32,49,32,49,1,1,14,17,31,48,6,6,1,1,0,0,12,26
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 3,petr yan,0.0,0.58,0.0,0.0,0.0,54.0,21,36,28,44,0,0,4,5,18,32,1,3,2,2,1,2,16,28
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 4,petr yan,0.0,0.62,0.0,0.0,0.0,4.0,25,40,50,65,0,0,1,2,21,35,5,5,4,5,0,0,19,33
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 5,petr yan,0.0,0.59,0.0,0.0,0.0,0.0,37,62,38,63,0,3,5,5,32,56,6,7,5,6,0,0,26,50
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 1,deiveson figueiredo,0.0,1.0,0.5,0.0,0.0,118.0,1,1,1,1,1,2,0,0,1,1,1,1,0,0,0,0,0,0
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 2,deiveson figueiredo,0.0,0.33,0.0,0.0,0.0,0.0,10,30,10,30,0,3,1,2,10,29,3,7,0,1,0,0,6,21
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 3,deiveson figueiredo,0.0,0.52,1.0,0.0,0.0,6.0,13,25,13,25,1,1,3,3,13,25,6,7,0,0,0,0,4,15
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 4,deiveson figueiredo,0.0,0.46,0.0,0.0,0.0,55.0,14,30,14,30,0,2,2,3,12,26,8,12,2,4,0,0,4,15
ufc fight night: yan vs. figueiredo,petr yan vs. deiveson figueiredo,Round 5,deiveson figueiredo,0.0,0.45,0.0,0.0,0.0,1.0,15,33,15,33,0,0,0,0,13,31,6,9,2,2,0,0,9,24
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 1,yan xiaonan,0.0,0.4,0.0,0.0,0.0,0.0,16,40,16,40,0,0,4,4,16,40,7,11,0,0,0,0,5,25
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 2,yan xiaonan,0.0,0.46,0.0,0.0,0.0,0.0,25,54,34,63,0,0,2,3,25,53,7,11,0,1,0,0,16,40
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 3,yan xiaonan,0.0,0.55,0.0,0.0,0.0,0.0,37,67,39,69,0,0,2,2,36,66,11,12,1,1,0,0,24,53
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 1,tabatha ricci,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,13,0,1,0,1,0,13,0,0,0,0,0,0,0,12
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 2,tabatha ricci,0.0,0.26,1.0,0.0,0.0,16.0,8,30,10,33,1,1,4,6,8,29,1,3,0,1,0,0,3,21
ufc fight night: yan vs. figueiredo,yan xiaonan vs. tabatha ricci,Round 3,tabatha ricci,0.0,0.11,0.0,0.0,0.0,0.0,7,60,7,60,0,1,2,7,7,59,0,1,0,1,0,0,5,52
ufc fight night: yan vs. figueiredo,song kenan vs. muslim salikhov,Round 1,song kenan,0.0,0.42,0.0,0.0,0.0,19.0,9,21,11,23,0,1,4,4,8,20,1,2,1,1,0,0,4,15
ufc fight night: yan vs. figueiredo,song kenan vs. muslim salikhov,Round 1,muslim salikhov,1.0,0.71,0.0,0.0,0.0,2.0,20,28,20,28,0,1,10,10,19,27,3,4,0,0,1,1,7,14
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 1,wang cong,0.0,0.41,0.0,0.0,0.0,0.0,23,56,25,58,0,0,4,7,23,56,12,19,0,0,0,0,7,30
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 2,wang cong,0.0,0.41,0.0,0.0,0.0,0.0,23,55,23,55,0,1,6,6,23,55,9,13,0,0,0,0,8,36
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 1,gabriella fernandes,0.0,0.23,0.0,0.0,0.0,7.0,6,26,7,28,0,2,1,3,6,26,0,1,0,0,0,0,5,22
ufc fight night: yan vs. figueiredo,wang cong vs. gabriella fernandes,Round 2,gabriella fernandes,1.0,0.36,0.0,1.0,0.0,21.0,12,33,12,33,0,0,2,3,12,32,2,2,0,0,0,1,8,28
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 1,volkan oezdemir,0.0,0.56,0.0,0.0,0.0,0.0,29,51,29,51,0,0,9,9,28,50,8,12,1,1,0,0,12,30
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 2,volkan oezdemir,0.0,0.47,0.0,0.0,0.0,0.0,28,59,28,59,0,0,13,13,28,59,4,6,0,0,0,0,11,40
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 3,volkan oezdemir,0.0,0.53,0.0,0.0,0.0,3.0,39,73,39,73,0,2,6,6,39,73,5,6,0,0,0,0,28,61
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 1,carlos ulberg,0.0,0.4,0.0,0.0,0.0,0.0,24,60,24,60,0,0,3,4,24,60,3,5,0,0,0,0,18,51
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 2,carlos ulberg,0.0,0.48,0.0,0.0,0.0,0.0,29,60,29,60,0,0,4,4,29,60,2,3,0,0,0,0,23,53
ufc fight night: yan vs. figueiredo,volkan oezdemir vs. carlos ulberg,Round 3,carlos ulberg,0.0,0.53,0.0,0.0,0.0,0.0,45,84,45,84,0,0,1,1,45,84,4,5,0,0,0,0,40,78
ufc fight night: yan vs. figueiredo,zhang mingyang vs. ozzy diaz,Round 1,zhang mingyang,1.0,0.5,0.0,0.0,0.0,5.0,17,34,19,38,0,0,6,6,15,26,2,4,0,0,2,8,9,24
ufc fight night: yan vs. figueiredo,zhang mingyang vs. ozzy diaz,Round 1,ozzy diaz,0.0,0.75,0.0,0.0,0.0,0.0,9,12,9,12,0,0,0,0,9,12,5,5,0,0,0,0,4,7
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 1,baergeng jieleyisi,0.0,0.07,0.0,0.0,0.0,0.0,1,14,18,33,0,0,0,0,1,14,1,1,0,0,0,0,0,13
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 2,baergeng jieleyisi,0.0,0.17,0.0,0.0,0.0,0.0,5,28,19,43,0,0,0,0,5,28,3,5,0,0,0,0,2,23
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 3,baergeng jieleyisi,0.0,0.1,1.0,0.0,0.0,17.0,3,30,11,38,1,1,1,1,3,30,0,2,0,0,0,0,2,27
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 1,suyoung you,0.0,0.6,1.0,0.0,0.0,209.0,9,15,42,48,2,2,1,1,5,8,1,1,1,2,3,5,7,13
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 2,suyoung you,0.0,0.47,0.0,0.0,0.0,77.0,16,34,26,45,0,2,5,5,16,33,1,1,0,0,0,1,10,28
ufc fight night: yan vs. figueiredo,baergeng jieleyisi vs. suyoung you,Round 3,suyoung you,0.0,0.44,0.0,0.0,0.0,0.0,17,38,17,38,0,1,4,4,15,36,2,4,2,2,0,0,11,30
ufc fight night: yan vs. figueiredo,kiru sahota vs. donghun choi,Round 1,kiru sahota,0.0,0.08,0.0,0.0,0.0,0.0,2,23,5,26,0,0,2,4,2,23,0,2,0,0,0,0,0,17
ufc fight night: yan vs. figueiredo,kiru sahota vs. donghun choi,Round 1,donghun choi,1.0,0.63,0.0,0.0,0.0,0.0,12,19,12,19,0,0,4,4,12,17,2,3,0,1,0,1,6,12
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 1,shi ming,0.0,0.31,0.5,0.0,0.0,26.0,12,38,12,39,1,2,4,6,12,36,4,7,0,2,0,0,4,25
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 2,shi ming,0.0,0.21,0.0,0.0,0.0,27.0,13,61,16,64,0,0,2,2,13,59,6,14,0,2,0,0,5,45
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 3,shi ming,1.0,0.55,0.0,0.0,0.0,0.0,5,9,5,9,0,0,0,0,3,6,1,3,0,0,2,3,4,6
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 1,feng xiaocan,0.0,0.48,0.0,0.0,1.0,63.0,18,37,25,45,0,0,10,11,17,35,0,2,0,1,1,1,8,24
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 2,feng xiaocan,0.0,0.45,0.0,0.0,0.0,2.0,27,59,30,63,0,0,6,6,27,59,2,5,0,0,0,0,19,48
ufc fight night: yan vs. figueiredo,shi ming vs. feng xiaocan,Round 3,feng xiaocan,0.0,0.5,0.0,0.0,0.0,0.0,3,6,3,6,0,0,1,1,3,6,0,0,0,0,0,0,2,5
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 1,nyamjargal tumendemberel,1.0,0.46,0.0,1.0,0.0,7.0,12,26,13,27,0,2,3,4,12,23,3,4,0,3,0,0,6,18
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 2,nyamjargal tumendemberel,0.0,0.11,0.0,0.0,1.0,6.0,2,18,2,18,0,1,0,0,1,14,0,0,0,0,1,4,2,18
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 3,nyamjargal tumendemberel,0.0,0.24,0.0,0.0,0.0,2.0,12,49,13,50,0,0,0,0,11,47,2,3,1,1,0,1,10,46
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 1,carlos hernandez,0.0,0.37,0.25,0.0,0.0,112.0,11,29,12,30,1,4,2,3,9,25,2,3,2,3,0,1,7,23
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 2,carlos hernandez,0.0,0.46,0.6,0.0,0.0,172.0,12,26,13,29,3,5,2,2,11,21,4,4,0,4,1,1,6,20
ufc fight night: yan vs. figueiredo,nyamjargal tumendemberel vs. carlos hernandez,Round 3,carlos hernandez,0.0,0.42,0.0,0.0,0.0,1.0,21,50,21,51,0,5,6,6,20,48,2,2,1,2,0,0,13,42
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 1,lone'er kavanagh,0.0,0.46,0.0,0.0,0.0,0.0,21,45,21,45,0,0,11,14,21,45,4,10,0,0,0,0,6,21
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 2,lone'er kavanagh,0.0,0.39,0.0,0.0,0.0,0.0,18,46,18,46,0,2,2,7,17,45,7,11,1,1,0,0,9,28
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 3,lone'er kavanagh,0.0,0.34,0.0,0.0,0.0,0.0,12,35,12,35,0,0,2,3,12,34,1,7,0,1,0,0,9,25
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 1,jose ochoa,0.0,0.43,0.0,0.0,0.0,0.0,19,44,19,44,0,0,14,19,19,44,2,6,0,0,0,0,3,19
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 2,jose ochoa,0.0,0.33,0.0,1.0,0.0,33.0,20,60,29,70,0,0,7,11,19,58,6,20,1,2,0,0,7,29
ufc fight night: yan vs. figueiredo,lone'er kavanagh vs. jose ochoa,Round 3,jose ochoa,0.0,0.2,0.0,0.0,0.0,3.0,11,54,11,54,0,1,3,10,11,54,5,14,0,0,0,0,3,30
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 1,xiao long,0.0,0.48,0.0,0.0,0.0,0.0,40,82,41,83,0,1,8,10,38,78,2,5,2,3,0,1,30,67
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 2,xiao long,0.0,0.39,0.0,0.0,0.0,21.0,35,89,37,91,0,1,4,7,35,85,4,7,0,4,0,0,27,75
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 3,xiao long,1.0,0.57,0.0,0.0,0.0,5.0,12,21,14,24,0,1,1,1,7,15,2,4,3,4,2,2,9,16
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 1,quang le,0.0,0.42,0.0,0.0,0.0,0.0,29,68,30,70,0,0,0,0,29,67,11,13,0,1,0,0,18,55
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 2,quang le,0.0,0.37,1.0,0.0,0.0,7.0,25,67,26,68,1,1,1,1,23,64,9,11,2,3,0,0,15,55
ufc fight night: yan vs. figueiredo,xiao long vs. quang le,Round 3,quang le,0.0,0.5,0.0,0.0,0.0,0.0,10,20,12,22,0,1,1,1,7,17,3,3,3,3,0,0,6,16
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 1,maheshate,0.0,0.36,0.0,0.0,0.0,0.0,16,44,16,44,0,0,5,6,14,41,4,5,2,3,0,0,7,33
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 2,maheshate,0.0,0.36,0.0,0.0,0.0,0.0,24,66,24,66,0,0,11,12,24,62,2,3,0,4,0,0,11,51
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 3,maheshate,0.0,0.27,0.0,0.0,0.0,0.0,16,59,20,63,0,0,2,5,15,57,3,5,1,2,0,0,11,49
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 1,nikolas motta,1.0,0.39,0.0,0.0,0.0,7.0,25,63,32,74,0,0,5,6,24,60,2,5,1,3,0,0,18,52
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 2,nikolas motta,0.0,0.46,0.0,0.0,0.0,5.0,25,54,25,57,0,0,3,3,24,50,3,4,1,4,0,0,19,47
ufc fight night: yan vs. figueiredo,maheshate vs. nikolas motta,Round 3,nikolas motta,1.0,0.57,0.0,0.0,0.0,80.0,28,49,30,52,0,0,2,2,19,37,2,2,0,0,9,12,24,45
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 1,jon jones,0.0,0.87,1.0,0.0,0.0,217.0,42,48,49,56,1,1,2,2,5,6,4,4,0,0,37,42,36,42
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 2,jon jones,0.0,0.71,0.0,0.0,0.0,0.0,20,28,20,28,0,0,4,4,19,27,7,8,1,1,0,0,9,16
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 3,jon jones,1.0,0.79,0.0,0.0,0.0,14.0,34,43,35,44,0,0,4,4,30,37,5,6,1,2,3,4,25,33
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 1,stipe miocic,0.0,0.46,0.0,0.0,0.0,0.0,6,13,11,18,0,0,2,2,5,12,1,1,0,0,1,1,3,10
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 2,stipe miocic,0.0,0.43,0.0,0.0,0.0,0.0,16,37,16,37,0,0,3,3,16,37,4,5,0,0,0,0,9,29
ufc 309: jones vs. miocic,jon jones vs. stipe miocic,Round 3,stipe miocic,0.0,0.38,0.0,0.0,0.0,0.0,15,39,15,39,0,0,1,1,11,34,2,2,4,5,0,0,12,36
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 1,charles oliveira,0.0,0.68,0.5,0.0,0.0,211.0,11,16,18,24,1,2,4,4,11,16,3,5,0,0,0,0,4,7
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 2,charles oliveira,0.0,0.68,1.0,0.0,0.0,168.0,24,35,27,38,1,1,2,3,11,21,3,5,1,1,12,13,19,27
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 3,charles oliveira,0.0,0.75,0.33,1.0,0.0,191.0,27,36,41,51,1,3,2,2,21,28,4,5,2,4,4,4,21,29
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 4,charles oliveira,0.0,0.77,0.33,1.0,0.0,235.0,14,18,15,19,1,3,1,1,12,16,6,6,0,0,2,2,7,11
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 5,charles oliveira,0.0,0.7,0.33,0.0,0.0,87.0,12,17,16,21,1,3,5,5,12,17,2,4,0,0,0,0,5,8
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 1,michael chandler,0.0,0.88,0.0,0.0,0.0,0.0,8,9,35,37,0,0,1,1,8,9,3,3,0,0,0,0,4,5
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 2,michael chandler,0.0,0.68,0.0,0.0,0.0,0.0,15,22,38,45,0,0,1,1,15,22,3,3,0,0,0,0,11,18
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 3,michael chandler,0.0,0.68,0.0,0.0,0.0,0.0,13,19,15,21,0,0,4,4,13,19,1,1,0,0,0,0,8,14
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 4,michael chandler,0.0,0.5,0.0,0.0,0.0,0.0,8,16,10,19,0,1,2,3,8,16,0,1,0,0,0,0,6,12
ufc 309: jones vs. miocic,charles oliveira vs. michael chandler,Round 5,michael chandler,0.0,0.85,0.0,0.0,0.0,119.0,40,47,52,59,0,0,1,1,16,23,9,10,0,0,24,24,30,36
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 1,bo nickal,0.0,0.51,0.0,0.0,0.0,0.0,16,31,16,31,0,0,8,9,16,31,3,5,0,0,0,0,5,17
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 2,bo nickal,0.0,0.84,0.0,0.0,0.0,0.0,22,26,22,26,0,0,4,4,22,26,8,9,0,0,0,0,10,13
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 3,bo nickal,0.0,0.57,0.0,0.0,0.0,0.0,16,28,16,28,0,0,5,6,16,28,2,2,0,0,0,0,9,20
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 1,paul craig,0.0,0.37,0.0,0.0,0.0,0.0,13,35,14,36,0,0,5,5,13,35,4,6,0,0,0,0,4,24
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 2,paul craig,0.0,0.43,0.0,0.0,0.0,0.0,21,48,21,48,0,0,2,3,21,48,8,12,0,0,0,0,11,33
ufc 309: jones vs. miocic,bo nickal vs. paul craig,Round 3,paul craig,0.0,0.28,0.0,0.0,0.0,0.0,13,46,13,46,0,0,5,5,13,46,2,5,0,0,0,0,6,36
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 1,viviane araujo,0.0,0.56,0.0,0.0,0.0,0.0,17,30,20,33,0,0,3,3,16,29,1,1,1,1,0,0,13,26
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 2,viviane araujo,0.0,0.56,0.0,1.0,0.0,64.0,14,25,49,64,0,0,2,2,9,18,1,2,0,0,5,7,11,21
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 3,viviane araujo,0.0,0.56,1.0,0.0,0.0,81.0,17,30,36,55,3,3,5,5,16,29,2,2,0,0,1,1,10,23
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 1,karine silva,0.0,0.33,0.0,0.0,0.0,4.0,22,65,22,65,0,0,11,16,21,64,1,6,1,1,0,0,10,43
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 2,karine silva,0.0,0.73,0.25,1.0,0.0,157.0,11,15,16,20,1,4,1,1,7,11,2,3,2,2,2,2,8,11
ufc 309: jones vs. miocic,viviane araujo vs. karine silva,Round 3,karine silva,0.0,0.48,0.0,0.0,0.0,49.0,25,52,38,70,0,3,10,13,17,42,7,10,8,10,0,0,8,29
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 1,mauricio ruffy,0.0,0.67,0.0,0.0,0.0,0.0,21,31,21,31,0,0,5,5,21,31,3,3,0,0,0,0,13,23
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 2,mauricio ruffy,1.0,0.57,0.0,0.0,0.0,14.0,24,42,25,43,0,0,3,3,16,32,0,0,1,1,7,9,21,39
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 3,mauricio ruffy,0.0,0.55,0.0,0.0,0.0,2.0,22,40,28,46,0,0,0,0,20,38,3,5,2,2,0,0,19,35
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 1,james llontop,0.0,0.3,0.0,0.0,0.0,0.0,19,63,19,63,0,0,6,13,19,62,7,14,0,1,0,0,6,36
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 2,james llontop,0.0,0.33,0.0,0.0,0.0,19.0,26,78,28,80,0,2,8,10,25,76,10,19,1,2,0,0,8,49
ufc 309: jones vs. miocic,mauricio ruffy vs. james llontop,Round 3,james llontop,0.0,0.47,0.0,0.0,0.0,61.0,45,95,65,117,0,4,8,8,31,77,22,29,14,18,0,0,15,58
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 1,jonathan martinez,0.0,0.38,0.0,0.0,0.0,0.0,7,18,7,18,0,0,6,6,7,18,1,1,0,0,0,0,0,11
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 2,jonathan martinez,0.0,0.36,0.0,0.0,0.0,0.0,17,47,17,47,0,0,4,5,16,45,1,4,1,2,0,0,12,38
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 3,jonathan martinez,0.0,0.55,0.0,0.0,0.0,57.0,24,43,25,44,0,0,11,13,23,42,1,3,1,1,0,0,12,27
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 1,marcus mcghee,0.0,0.44,0.0,0.0,0.0,0.0,33,75,33,75,0,0,11,12,33,75,5,11,0,0,0,0,17,52
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 2,marcus mcghee,0.0,0.45,0.0,0.0,0.0,0.0,42,93,45,96,0,0,9,12,41,92,6,8,1,1,0,0,27,73
ufc 309: jones vs. miocic,jonathan martinez vs. marcus mcghee,Round 3,marcus mcghee,0.0,0.49,0.0,0.0,0.0,0.0,27,55,27,55,0,0,4,5,26,53,7,8,1,2,0,0,16,42
ufc 309: jones vs. miocic,jim miller vs. damon jackson,Round 1,jim miller,0.0,0.41,0.0,1.0,0.0,0.0,10,24,11,25,0,0,3,3,9,23,2,2,1,1,0,0,5,19
ufc 309: jones vs. miocic,jim miller vs. damon jackson,Round 1,damon jackson,0.0,0.51,0.0,0.0,0.0,27.0,16,31,16,31,0,3,2,2,16,31,6,12,0,0,0,0,8,17
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 1,david onama,1.0,0.63,0.0,1.0,0.0,15.0,44,69,48,73,0,0,8,9,31,50,7,10,8,10,5,9,29,50
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 2,david onama,0.0,0.48,0.0,0.0,0.0,86.0,36,74,47,87,0,0,3,4,32,67,3,8,0,1,4,6,30,62
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 3,david onama,0.0,0.58,0.33,0.0,0.0,162.0,41,70,50,82,1,3,1,1,22,36,8,10,0,0,19,34,32,59
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 1,roberto romero,1.0,0.57,0.0,0.0,0.0,74.0,39,68,42,72,0,0,19,19,33,59,6,11,5,8,1,1,14,38
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 2,roberto romero,0.0,0.42,0.0,0.0,0.0,0.0,26,61,26,61,0,0,8,11,26,60,5,7,0,0,0,1,13,43
ufc 309: jones vs. miocic,david onama vs. roberto romero,Round 3,roberto romero,0.0,0.34,0.0,0.0,0.0,0.0,9,26,11,32,0,0,3,7,9,25,3,3,0,0,0,1,3,16
ufc 309: jones vs. miocic,marcin tybura vs. jhonata diniz,Round 1,marcin tybura,0.0,0.6,0.0,0.0,1.0,237.0,3,5,66,82,0,1,0,0,1,2,1,1,0,0,2,3,2,4
ufc 309: jones vs. miocic,marcin tybura vs. jhonata diniz,Round 2,marcin tybura,0.0,0.72,0.5,0.0,0.0,197.0,32,44,87,105,1,2,1,1,8,17,0,1,0,0,24,27,31,42
ufc 309: jones vs. miocic,marcin tybura vs. jhonata diniz,Round 1,jhonata diniz,0.0,0.5,0.0,0.0,0.0,36.0,7,14,17,26,0,0,0,0,0,3,0,0,1,1,6,10,7,14
ufc 309: jones vs. miocic,marcin tybura vs. jhonata diniz,Round 2,jhonata diniz,0.0,0.53,0.0,0.0,0.0,0.0,8,15,10,18,0,0,1,1,8,15,1,1,0,0,0,0,6,13
ufc 309: jones vs. miocic,mickey gall vs. ramiz brahimaj,Round 1,mickey gall,0.0,0.68,0.0,0.0,0.0,0.0,28,41,30,43,0,0,0,0,26,39,3,3,2,2,0,0,25,38
ufc 309: jones vs. miocic,mickey gall vs. ramiz brahimaj,Round 1,ramiz brahimaj,1.0,0.55,0.0,0.0,0.0,3.0,31,56,31,56,0,0,3,3,22,43,1,3,6,9,3,4,27,50
ufc 309: jones vs. miocic,bassil hafez vs. oban elliott,Round 1,bassil hafez,0.0,0.37,0.0,0.0,0.0,6.0,10,27,10,27,0,0,2,2,9,26,1,4,1,1,0,0,7,21
ufc 309: jones vs. miocic,bassil hafez vs. oban elliott,Round 2,bassil hafez,0.0,0.32,0.0,0.0,0.0,0.0,12,37,12,37,0,0,4,4,12,37,0,4,0,0,0,0,8,29
ufc 309: jones vs. miocic,bassil hafez vs. oban elliott,Round 3,bassil hafez,0.0,0.33,0.0,0.0,0.0,0.0,2,6,2,6,0,0,0,0,2,6,1,1,0,0,0,0,1,5
